year,district,crop,season,price
2020,Nalgonda,Urad,Rabi,2954
2021,Nalgonda,Urad,Kharif,4006
2021,Nalgonda,Urad,Rabi,5438
2022,Nalgonda,Urad,Kharif,5732
2022,Nalgonda,Urad,Rabi,5230
2023,Nalgonda,Urad,Kharif,6058
2023,Nalgonda,Urad,Rabi,6072
2024,Nalgonda,Urad,Kharif,6058
2024,Nalgonda,Urad,Rabi,7225
2013,Nizamabad,Arhar/Tur,Kharif,4150
2013,Nizamabad,Arhar/Tur,Rabi,6265
2014,Nizamabad,Arhar/Tur,Kharif,4150
2014,Nizamabad,Arhar/Tur,Rabi,6265
2015,Nizamabad,Arhar/Tur,Kharif,4150
2015,Nizamabad,Arhar/Tur,Rabi,6265
2016,Nizamabad,Arhar/Tur,Kharif,4150
2016,Nizamabad,Arhar/Tur,Rabi,6265
2017,Nizamabad,Arhar/Tur,Kharif,4347
2017,Nizamabad,Arhar/Tur,Rabi,3678
2018,Nizamabad,Arhar/Tur,Kharif,3884
2018,Nizamabad,Arhar/Tur,Rabi,2934
2019,Nizamabad,Arhar/Tur,Kharif,5800
2019,Nizamabad,Arhar/Tur,Rabi,2934
2020,Nizamabad,Arhar/Tur,Kharif,5800
2020,Nizamabad,Arhar/Tur,Rabi,2934
2021,Nizamabad,Arhar/Tur,Kharif,5800
2021,Nizamabad,Arhar/Tur,Rabi,2934
2022,Nizamabad,Arhar/Tur,Kharif,2060
2022,Nizamabad,Arhar/Tur,Rabi,3700
2023,Nizamabad,Arhar/Tur,Kharif,2112
2023,Nizamabad,Arhar/Tur,Rabi,2040
2024,Nizamabad,Arhar/Tur,Kharif,2112
2024,Nizamabad,Arhar/Tur,Rabi,2040
2013,Nizamabad,Bajra,Kharif,1233
2013,Nizamabad,Bajra,Rabi,1033
2014,Nizamabad,Bajra,Kharif,1233
2014,Nizamabad,Bajra,Rabi,1033
2015,Nizamabad,Bajra,Kharif,1233
2015,Nizamabad,Bajra,Rabi,1104
2016,Nizamabad,Bajra,Kharif,1444
2016,Nizamabad,Bajra,Rabi,1484
2017,Nizamabad,Bajra,Kharif,1078
2017,Nizamabad,Bajra,Rabi,1209
2018,Nizamabad,Bajra,Kharif,1184
2018,Nizamabad,Bajra,Rabi,1044
2019,Nizamabad,Bajra,Kharif,1184
2019,Nizamabad,Bajra,Rabi,1734
2020,Nizamabad,Bajra,Kharif,1184
2020,Nizamabad,Bajra,Rabi,1734
2021,Nizamabad,Bajra,Kharif,1184
2021,Nizamabad,Bajra,Rabi,1734
2022,Nizamabad,Bajra,Kharif,2002
2022,Nizamabad,Bajra,Rabi,1712
2023,Nizamabad,Bajra,Kharif,2002
2023,Nizamabad,Bajra,Rabi,1785
2024,Nizamabad,Bajra,Kharif,2002
2024,Nizamabad,Bajra,Rabi,2125
2013,Nizamabad,Banana,Kharif,704
2013,Nizamabad,Banana,Whole Year,704
2014,Nizamabad,Banana,Kharif,704
2014,Nizamabad,Banana,Whole Year,704
2015,Nizamabad,Banana,Kharif,704
2015,Nizamabad,Banana,Whole Year,704
2016,Nizamabad,Banana,Kharif,666
2016,Nizamabad,Banana,Whole Year,728
2017,Nizamabad,Banana,Kharif,666
2017,Nizamabad,Banana,Whole Year,1000
2018,Nizamabad,Banana,Kharif,666
2018,Nizamabad,Banana,Whole Year,1000
2019,Nizamabad,Banana,Kharif,666
2019,Nizamabad,Banana,Whole Year,938
2020,Nizamabad,Banana,Kharif,666
2020,Nizamabad,Banana,Whole Year,938
2021,Nizamabad,Banana,Kharif,666
2021,Nizamabad,Banana,Whole Year,938
2022,Nizamabad,Banana,Kharif,1125
2022,Nizamabad,Banana,Whole Year,1250
2023,Nizamabad,Banana,Kharif,1125
2023,Nizamabad,Banana,Whole Year,1250
2024,Nizamabad,Banana,Kharif,1125
2024,Nizamabad,Banana,Whole Year,1250
2013,Nizamabad,Castor seed,Kharif,2607
2013,Nizamabad,Castor seed,Rabi,2520
2014,Nizamabad,Castor seed,Kharif,2607
2014,Nizamabad,Castor seed,Rabi,2520
2015,Nizamabad,Castor seed,Kharif,2607
2015,Nizamabad,Castor seed,Rabi,2520
2016,Nizamabad,Castor seed,Kharif,2607
2016,Nizamabad,Castor seed,Rabi,2736
2017,Nizamabad,Castor seed,Kharif,2607
2017,Nizamabad,Castor seed,Rabi,2736
2018,Nizamabad,Castor seed,Kharif,2607
2018,Nizamabad,Castor seed,Rabi,3346
2019,Nizamabad,Castor seed,Kharif,2607
2019,Nizamabad,Castor seed,Rabi,4519
2020,Nizamabad,Castor seed,Kharif,2607
2020,Nizamabad,Castor seed,Rabi,4519
2021,Nizamabad,Castor seed,Kharif,2607
2021,Nizamabad,Castor seed,Rabi,4519
2022,Nizamabad,Castor seed,Kharif,2607
2022,Nizamabad,Castor seed,Rabi,4519
2023,Nizamabad,Castor seed,Kharif,2607
2023,Nizamabad,Castor seed,Rabi,4519
2024,Nizamabad,Castor seed,Kharif,2607
2024,Nizamabad,Castor seed,Rabi,4519
2013,Nizamabad,Coriander,Kharif,6650
2013,Nizamabad,Coriander,Rabi,9600
2013,Nizamabad,Coriander,Whole Year,7236
2014,Nizamabad,Coriander,Kharif,6650
2014,Nizamabad,Coriander,Rabi,9600
2014,Nizamabad,Coriander,Whole Year,7236
2015,Nizamabad,Coriander,Kharif,6650
2015,Nizamabad,Coriander,Rabi,9600
2015,Nizamabad,Coriander,Whole Year,7236
2016,Nizamabad,Coriander,Kharif,6715
2016,Nizamabad,Coriander,Rabi,6560
2016,Nizamabad,Coriander,Whole Year,6842
2017,Nizamabad,Coriander,Kharif,4000
2017,Nizamabad,Coriander,Rabi,3954
2017,Nizamabad,Coriander,Whole Year,4454
2018,Nizamabad,Coriander,Kharif,5558
2018,Nizamabad,Coriander,Rabi,3936
2018,Nizamabad,Coriander,Whole Year,4585
2019,Nizamabad,Coriander,Kharif,5558
2019,Nizamabad,Coriander,Rabi,3936
2019,Nizamabad,Coriander,Whole Year,4585
2020,Nizamabad,Coriander,Kharif,5558
2020,Nizamabad,Coriander,Rabi,3936
2020,Nizamabad,Coriander,Whole Year,4585
2021,Nizamabad,Coriander,Kharif,5558
2021,Nizamabad,Coriander,Rabi,3936
2021,Nizamabad,Coriander,Whole Year,4585
2022,Nizamabad,Coriander,Kharif,5558
2022,Nizamabad,Coriander,Rabi,3936
2022,Nizamabad,Coriander,Whole Year,4585
2023,Nizamabad,Coriander,Kharif,5558
2023,Nizamabad,Coriander,Rabi,3936
2023,Nizamabad,Coriander,Whole Year,4585
2024,Nizamabad,Coriander,Kharif,5558
2024,Nizamabad,Coriander,Rabi,3936
2024,Nizamabad,Coriander,Whole Year,4585
2013,Nizamabad,Dry chillies,Kharif,14501
2013,Nizamabad,Dry chillies,Rabi,6600
2014,Nizamabad,Dry chillies,Kharif,14501
2014,Nizamabad,Dry chillies,Rabi,6600
2015,Nizamabad,Dry chillies,Kharif,14501
2015,Nizamabad,Dry chillies,Rabi,6600
2016,Nizamabad,Dry chillies,Kharif,14501
2016,Nizamabad,Dry chillies,Rabi,6600
2017,Nizamabad,Dry chillies,Kharif,14501
2017,Nizamabad,Dry chillies,Rabi,6600
2018,Nizamabad,Dry chillies,Kharif,14501
2018,Nizamabad,Dry chillies,Rabi,6600
2019,Nizamabad,Dry chillies,Kharif,14501
2019,Nizamabad,Dry chillies,Rabi,6600
2020,Nizamabad,Dry chillies,Kharif,14501
2020,Nizamabad,Dry chillies,Rabi,6600
2021,Nizamabad,Dry chillies,Kharif,14501
2021,Nizamabad,Dry chillies,Rabi,6600
2022,Nizamabad,Dry chillies,Kharif,14501
2022,Nizamabad,Dry chillies,Rabi,6600
2023,Nizamabad,Dry chillies,Kharif,14501
2023,Nizamabad,Dry chillies,Rabi,6600
2024,Nizamabad,Dry chillies,Kharif,14501
2024,Nizamabad,Dry chillies,Rabi,6600
2013,Nizamabad,Garlic,Rabi,2771
2014,Nizamabad,Garlic,Rabi,2771
2015,Nizamabad,Garlic,Rabi,2771
2016,Nizamabad,Garlic,Rabi,2771
2017,Nizamabad,Garlic,Rabi,2771
2018,Nizamabad,Garlic,Rabi,631
2019,Nizamabad,Garlic,Rabi,631
2020,Nizamabad,Garlic,Rabi,631
2021,Nizamabad,Garlic,Rabi,631
2022,Nizamabad,Garlic,Rabi,631
2023,Nizamabad,Garlic,Rabi,631
2024,Nizamabad,Garlic,Rabi,631
2013,Nizamabad,Gram,Kharif,3421
2013,Nizamabad,Gram,Rabi,2960
2014,Nizamabad,Gram,Kharif,3421
2014,Nizamabad,Gram,Rabi,2511
2015,Nizamabad,Gram,Kharif,4367
2015,Nizamabad,Gram,Rabi,3636
2016,Nizamabad,Gram,Kharif,4226
2016,Nizamabad,Gram,Rabi,4043
2017,Nizamabad,Gram,Kharif,3862
2017,Nizamabad,Gram,Rabi,4170
2018,Nizamabad,Gram,Kharif,4126
2018,Nizamabad,Gram,Rabi,3244
2019,Nizamabad,Gram,Kharif,4126
2019,Nizamabad,Gram,Rabi,3980
2020,Nizamabad,Gram,Kharif,4126
2020,Nizamabad,Gram,Rabi,3980
2021,Nizamabad,Gram,Kharif,4126
2021,Nizamabad,Gram,Rabi,3980
2022,Nizamabad,Gram,Kharif,4100
2022,Nizamabad,Gram,Rabi,4357
2023,Nizamabad,Gram,Kharif,4100
2023,Nizamabad,Gram,Rabi,4223
2024,Nizamabad,Gram,Kharif,4100
2024,Nizamabad,Gram,Rabi,4223
2013,Nizamabad,Groundnut,Kharif,2885
2013,Nizamabad,Groundnut,Rabi,4210
2014,Nizamabad,Groundnut,Kharif,2885
2014,Nizamabad,Groundnut,Rabi,4210
2015,Nizamabad,Groundnut,Kharif,2885
2015,Nizamabad,Groundnut,Rabi,4210
2016,Nizamabad,Groundnut,Kharif,2885
2016,Nizamabad,Groundnut,Rabi,4210
2017,Nizamabad,Groundnut,Kharif,2885
2017,Nizamabad,Groundnut,Rabi,3110
2018,Nizamabad,Groundnut,Kharif,2885
2018,Nizamabad,Groundnut,Rabi,3619
2019,Nizamabad,Groundnut,Kharif,2885
2019,Nizamabad,Groundnut,Rabi,4419
2020,Nizamabad,Groundnut,Kharif,2885
2020,Nizamabad,Groundnut,Rabi,4419
2021,Nizamabad,Groundnut,Kharif,2885
2021,Nizamabad,Groundnut,Rabi,4419
2022,Nizamabad,Groundnut,Kharif,2000
2022,Nizamabad,Groundnut,Rabi,4068
2023,Nizamabad,Groundnut,Kharif,4248
2023,Nizamabad,Groundnut,Rabi,4068
2024,Nizamabad,Groundnut,Kharif,4248
2024,Nizamabad,Groundnut,Rabi,4068
2013,Nizamabad,Horse-gram,Kharif,5151
2013,Nizamabad,Horse-gram,Rabi,1900
2014,Nizamabad,Horse-gram,Kharif,5151
2014,Nizamabad,Horse-gram,Rabi,1900
2015,Nizamabad,Horse-gram,Kharif,5151
2015,Nizamabad,Horse-gram,Rabi,1900
2016,Nizamabad,Horse-gram,Kharif,5151
2016,Nizamabad,Horse-gram,Rabi,1900
2017,Nizamabad,Horse-gram,Kharif,5151
2017,Nizamabad,Horse-gram,Rabi,1900
2018,Nizamabad,Horse-gram,Kharif,4142
2018,Nizamabad,Horse-gram,Rabi,1900
2019,Nizamabad,Horse-gram,Kharif,4142
2019,Nizamabad,Horse-gram,Rabi,1900
2020,Nizamabad,Horse-gram,Kharif,4142
2020,Nizamabad,Horse-gram,Rabi,1900
2021,Nizamabad,Horse-gram,Kharif,4142
2021,Nizamabad,Horse-gram,Rabi,1900
2022,Nizamabad,Horse-gram,Kharif,4142
2022,Nizamabad,Horse-gram,Rabi,1900
2023,Nizamabad,Horse-gram,Kharif,4142
2023,Nizamabad,Horse-gram,Rabi,1900
2024,Nizamabad,Horse-gram,Kharif,4142
2024,Nizamabad,Horse-gram,Rabi,1900
2013,Nizamabad,Jowar,Kharif,1342
2013,Nizamabad,Jowar,Rabi,1115
2014,Nizamabad,Jowar,Kharif,1342
2014,Nizamabad,Jowar,Rabi,1115
2015,Nizamabad,Jowar,Kharif,1342
2015,Nizamabad,Jowar,Rabi,1375
2016,Nizamabad,Jowar,Kharif,1151
2016,Nizamabad,Jowar,Rabi,1212
2017,Nizamabad,Jowar,Kharif,1617
2017,Nizamabad,Jowar,Rabi,1514
2018,Nizamabad,Jowar,Kharif,1617
2018,Nizamabad,Jowar,Rabi,1056
2019,Nizamabad,Jowar,Kharif,1617
2019,Nizamabad,Jowar,Rabi,1056
2020,Nizamabad,Jowar,Kharif,1617
2020,Nizamabad,Jowar,Rabi,1056
2021,Nizamabad,Jowar,Kharif,1617
2021,Nizamabad,Jowar,Rabi,1056
2022,Nizamabad,Jowar,Kharif,1617
2022,Nizamabad,Jowar,Rabi,1000
2023,Nizamabad,Jowar,Kharif,1617
2023,Nizamabad,Jowar,Rabi,1000
2024,Nizamabad,Jowar,Kharif,1617
2024,Nizamabad,Jowar,Rabi,1000
2013,Nizamabad,Maize,Kharif,1249
2013,Nizamabad,Maize,Rabi,1217
2014,Nizamabad,Maize,Kharif,1259
2014,Nizamabad,Maize,Rabi,1289
2015,Nizamabad,Maize,Kharif,1314
2015,Nizamabad,Maize,Rabi,1297
2016,Nizamabad,Maize,Kharif,1376
2016,Nizamabad,Maize,Rabi,1338
2017,Nizamabad,Maize,Kharif,1386
2017,Nizamabad,Maize,Rabi,1385
2018,Nizamabad,Maize,Kharif,1510
2018,Nizamabad,Maize,Rabi,1406
2019,Nizamabad,Maize,Kharif,1770
2019,Nizamabad,Maize,Rabi,1782
2020,Nizamabad,Maize,Kharif,1468
2020,Nizamabad,Maize,Rabi,1760
2021,Nizamabad,Maize,Kharif,1861
2021,Nizamabad,Maize,Rabi,1554
2022,Nizamabad,Maize,Kharif,1925
2022,Nizamabad,Maize,Rabi,1878
2023,Nizamabad,Maize,Kharif,2043
2023,Nizamabad,Maize,Rabi,1946
2024,Nizamabad,Maize,Kharif,2102
2024,Nizamabad,Maize,Rabi,2088
2013,Nizamabad,Moong(Green Gram),Kharif,6025
2013,Nizamabad,Moong(Green Gram),Rabi,4515
2014,Nizamabad,Moong(Green Gram),Kharif,6025
2014,Nizamabad,Moong(Green Gram),Rabi,4515
2015,Nizamabad,Moong(Green Gram),Kharif,6876
2015,Nizamabad,Moong(Green Gram),Rabi,5736
2016,Nizamabad,Moong(Green Gram),Kharif,5330
2016,Nizamabad,Moong(Green Gram),Rabi,5324
2017,Nizamabad,Moong(Green Gram),Kharif,4062
2017,Nizamabad,Moong(Green Gram),Rabi,4250
2018,Nizamabad,Moong(Green Gram),Kharif,3551
2018,Nizamabad,Moong(Green Gram),Rabi,4250
2019,Nizamabad,Moong(Green Gram),Kharif,3551
2019,Nizamabad,Moong(Green Gram),Rabi,4519
2020,Nizamabad,Moong(Green Gram),Kharif,3551
2020,Nizamabad,Moong(Green Gram),Rabi,4519
2021,Nizamabad,Moong(Green Gram),Kharif,3551
2021,Nizamabad,Moong(Green Gram),Rabi,4519
2022,Nizamabad,Moong(Green Gram),Kharif,3551
2022,Nizamabad,Moong(Green Gram),Rabi,4519
2023,Nizamabad,Moong(Green Gram),Kharif,3551
2023,Nizamabad,Moong(Green Gram),Rabi,4519
2024,Nizamabad,Moong(Green Gram),Kharif,3551
2024,Nizamabad,Moong(Green Gram),Rabi,6776
2013,Nizamabad,Mustard,Rabi,3550
2014,Nizamabad,Mustard,Rabi,3550
2015,Nizamabad,Mustard,Rabi,2422
2016,Nizamabad,Mustard,Rabi,2796
2017,Nizamabad,Mustard,Rabi,3074
2018,Nizamabad,Mustard,Rabi,3132
2019,Nizamabad,Mustard,Rabi,2920
2020,Nizamabad,Mustard,Rabi,2920
2021,Nizamabad,Mustard,Rabi,2920
2022,Nizamabad,Mustard,Rabi,5432
2023,Nizamabad,Mustard,Rabi,5350
2024,Nizamabad,Mustard,Rabi,4192
2013,Nizamabad,Onion,Kharif,1385
2013,Nizamabad,Onion,Rabi,979
2014,Nizamabad,Onion,Kharif,1096
2014,Nizamabad,Onion,Rabi,1064
2015,Nizamabad,Onion,Kharif,1282
2015,Nizamabad,Onion,Rabi,1484
2016,Nizamabad,Onion,Kharif,1093
2016,Nizamabad,Onion,Rabi,525
2017,Nizamabad,Onion,Kharif,2451
2017,Nizamabad,Onion,Rabi,616
2018,Nizamabad,Onion,Kharif,1716
2018,Nizamabad,Onion,Rabi,602
2019,Nizamabad,Onion,Kharif,1716
2019,Nizamabad,Onion,Rabi,602
2020,Nizamabad,Onion,Kharif,1716
2020,Nizamabad,Onion,Rabi,602
2021,Nizamabad,Onion,Kharif,1597
2021,Nizamabad,Onion,Rabi,1107
2022,Nizamabad,Onion,Kharif,1125
2022,Nizamabad,Onion,Rabi,960
2023,Nizamabad,Onion,Kharif,1217
2023,Nizamabad,Onion,Rabi,960
2024,Nizamabad,Onion,Kharif,1217
2024,Nizamabad,Onion,Rabi,900
2013,Nizamabad,Potato,Kharif,1100
2013,Nizamabad,Potato,Whole Year,1100
2014,Nizamabad,Potato,Kharif,1100
2014,Nizamabad,Potato,Whole Year,1100
2015,Nizamabad,Potato,Kharif,1100
2015,Nizamabad,Potato,Whole Year,1100
2016,Nizamabad,Potato,Kharif,1100
2016,Nizamabad,Potato,Whole Year,1100
2017,Nizamabad,Potato,Kharif,1100
2017,Nizamabad,Potato,Whole Year,1100
2018,Nizamabad,Potato,Kharif,1100
2018,Nizamabad,Potato,Whole Year,1100
2019,Nizamabad,Potato,Kharif,1100
2019,Nizamabad,Potato,Whole Year,1100
2020,Nizamabad,Potato,Kharif,1100
2020,Nizamabad,Potato,Whole Year,1100
2021,Nizamabad,Potato,Kharif,1100
2021,Nizamabad,Potato,Whole Year,1100
2022,Nizamabad,Potato,Kharif,1100
2022,Nizamabad,Potato,Whole Year,1100
2023,Nizamabad,Potato,Kharif,1100
2023,Nizamabad,Potato,Whole Year,1100
2024,Nizamabad,Potato,Kharif,1100
2024,Nizamabad,Potato,Whole Year,1100
2013,Nizamabad,Rice,Kharif,3325
2013,Nizamabad,Rice,Rabi,4524
2014,Nizamabad,Rice,Kharif,3325
2014,Nizamabad,Rice,Rabi,4524
2015,Nizamabad,Rice,Kharif,3325
2015,Nizamabad,Rice,Rabi,4524
2016,Nizamabad,Rice,Kharif,3024
2016,Nizamabad,Rice,Rabi,3270
2017,Nizamabad,Rice,Kharif,3024
2017,Nizamabad,Rice,Rabi,3270
2018,Nizamabad,Rice,Kharif,3024
2018,Nizamabad,Rice,Rabi,3270
2019,Nizamabad,Rice,Kharif,3024
2019,Nizamabad,Rice,Rabi,3270
2020,Nizamabad,Rice,Kharif,3024
2020,Nizamabad,Rice,Rabi,3270
2021,Nizamabad,Rice,Kharif,3024
2021,Nizamabad,Rice,Rabi,3270
2022,Nizamabad,Rice,Kharif,3024
2022,Nizamabad,Rice,Rabi,3270
2023,Nizamabad,Rice,Kharif,3024
2023,Nizamabad,Rice,Rabi,3270
2024,Nizamabad,Rice,Kharif,3024
2024,Nizamabad,Rice,Rabi,3270
2013,Nizamabad,Safflower,Kharif,2200
2013,Nizamabad,Safflower,Rabi,3005
2014,Nizamabad,Safflower,Kharif,2200
2014,Nizamabad,Safflower,Rabi,3005
2015,Nizamabad,Safflower,Kharif,2200
2015,Nizamabad,Safflower,Rabi,3005
2016,Nizamabad,Safflower,Kharif,2200
2016,Nizamabad,Safflower,Rabi,3005
2017,Nizamabad,Safflower,Kharif,2200
2017,Nizamabad,Safflower,Rabi,3005
2018,Nizamabad,Safflower,Kharif,2200
2018,Nizamabad,Safflower,Rabi,2380
2019,Nizamabad,Safflower,Kharif,2200
2019,Nizamabad,Safflower,Rabi,3328
2020,Nizamabad,Safflower,Kharif,2200
2020,Nizamabad,Safflower,Rabi,3328
2021,Nizamabad,Safflower,Kharif,2200
2021,Nizamabad,Safflower,Rabi,3328
2022,Nizamabad,Safflower,Kharif,2200
2022,Nizamabad,Safflower,Rabi,3328
2023,Nizamabad,Safflower,Kharif,2200
2023,Nizamabad,Safflower,Rabi,3328
2024,Nizamabad,Safflower,Kharif,2200
2024,Nizamabad,Safflower,Rabi,3328
2013,Nizamabad,Sesamum,Kharif,11290
2013,Nizamabad,Sesamum,Rabi,9955
2014,Nizamabad,Sesamum,Kharif,9240
2014,Nizamabad,Sesamum,Rabi,11702
2015,Nizamabad,Sesamum,Kharif,6484
2015,Nizamabad,Sesamum,Rabi,7870
2016,Nizamabad,Sesamum,Kharif,5873
2016,Nizamabad,Sesamum,Rabi,5501
2017,Nizamabad,Sesamum,Kharif,5873
2017,Nizamabad,Sesamum,Rabi,5501
2018,Nizamabad,Sesamum,Kharif,5873
2018,Nizamabad,Sesamum,Rabi,5501
2019,Nizamabad,Sesamum,Kharif,5873
2019,Nizamabad,Sesamum,Rabi,10558
2020,Nizamabad,Sesamum,Kharif,5873
2020,Nizamabad,Sesamum,Rabi,10558
2021,Nizamabad,Sesamum,Kharif,5873
2021,Nizamabad,Sesamum,Rabi,10558
2022,Nizamabad,Sesamum,Kharif,10094
2022,Nizamabad,Sesamum,Rabi,9741
2023,Nizamabad,Sesamum,Kharif,16078
2023,Nizamabad,Sesamum,Rabi,13619
2024,Nizamabad,Sesamum,Kharif,16078
2024,Nizamabad,Sesamum,Rabi,12762
2013,Nizamabad,Soyabean,Kharif,3134
2013,Nizamabad,Soyabean,Rabi,3363
2014,Nizamabad,Soyabean,Kharif,3092
2014,Nizamabad,Soyabean,Rabi,3529
2015,Nizamabad,Soyabean,Kharif,3112
2015,Nizamabad,Soyabean,Rabi,3210
2016,Nizamabad,Soyabean,Kharif,2756
2016,Nizamabad,Soyabean,Rabi,3008
2017,Nizamabad,Soyabean,Kharif,2821
2017,Nizamabad,Soyabean,Rabi,2719
2018,Nizamabad,Soyabean,Kharif,3095
2018,Nizamabad,Soyabean,Rabi,3039
2019,Nizamabad,Soyabean,Kharif,3536
2019,Nizamabad,Soyabean,Rabi,2896
2020,Nizamabad,Soyabean,Kharif,3589
2020,Nizamabad,Soyabean,Rabi,2896
2021,Nizamabad,Soyabean,Kharif,3950
2021,Nizamabad,Soyabean,Rabi,2896
2022,Nizamabad,Soyabean,Kharif,4826
2022,Nizamabad,Soyabean,Rabi,5936
2023,Nizamabad,Soyabean,Kharif,4441
2023,Nizamabad,Soyabean,Rabi,4294
2024,Nizamabad,Soyabean,Kharif,4328
2024,Nizamabad,Soyabean,Rabi,3767
2013,Nizamabad,Sunflower,Kharif,3260
2013,Nizamabad,Sunflower,Rabi,3088
2014,Nizamabad,Sunflower,Kharif,3260
2014,Nizamabad,Sunflower,Rabi,2875
2015,Nizamabad,Sunflower,Kharif,3260
2015,Nizamabad,Sunflower,Rabi,2797
2016,Nizamabad,Sunflower,Kharif,3260
2016,Nizamabad,Sunflower,Rabi,2415
2017,Nizamabad,Sunflower,Kharif,3260
2017,Nizamabad,Sunflower,Rabi,2267
2018,Nizamabad,Sunflower,Kharif,3260
2018,Nizamabad,Sunflower,Rabi,2869
2019,Nizamabad,Sunflower,Kharif,3260
2019,Nizamabad,Sunflower,Rabi,3124
2020,Nizamabad,Sunflower,Kharif,3260
2020,Nizamabad,Sunflower,Rabi,3124
2021,Nizamabad,Sunflower,Kharif,3260
2021,Nizamabad,Sunflower,Rabi,3124
2022,Nizamabad,Sunflower,Kharif,3260
2022,Nizamabad,Sunflower,Rabi,3124
2023,Nizamabad,Sunflower,Kharif,5100
2023,Nizamabad,Sunflower,Rabi,3851
2024,Nizamabad,Sunflower,Kharif,5100
2024,Nizamabad,Sunflower,Rabi,3851
2013,Nizamabad,Turmeric,Kharif,4822
2013,Nizamabad,Turmeric,Rabi,5322
2014,Nizamabad,Turmeric,Kharif,5437
2014,Nizamabad,Turmeric,Rabi,5436
2015,Nizamabad,Turmeric,Kharif,7734
2015,Nizamabad,Turmeric,Rabi,6770
2016,Nizamabad,Turmeric,Kharif,6941
2016,Nizamabad,Turmeric,Rabi,7769
2017,Nizamabad,Turmeric,Kharif,6924
2017,Nizamabad,Turmeric,Rabi,5385
2018,Nizamabad,Turmeric,Kharif,6457
2018,Nizamabad,Turmeric,Rabi,6414
2019,Nizamabad,Turmeric,Kharif,5442
2019,Nizamabad,Turmeric,Rabi,5821
2020,Nizamabad,Turmeric,Kharif,5493
2020,Nizamabad,Turmeric,Rabi,5821
2021,Nizamabad,Turmeric,Kharif,5493
2021,Nizamabad,Turmeric,Rabi,5821
2022,Nizamabad,Turmeric,Kharif,6308
2022,Nizamabad,Turmeric,Rabi,6195
2023,Nizamabad,Turmeric,Kharif,8890
2023,Nizamabad,Turmeric,Rabi,5723
2024,Nizamabad,Turmeric,Kharif,8890
2024,Nizamabad,Turmeric,Rabi,14065
2013,Nizamabad,Urad,Kharif,3385
2013,Nizamabad,Urad,Rabi,3499
2014,Nizamabad,Urad,Kharif,3385
2014,Nizamabad,Urad,Rabi,4288
2015,Nizamabad,Urad,Kharif,5514
2015,Nizamabad,Urad,Rabi,5680
2016,Nizamabad,Urad,Kharif,6815
2016,Nizamabad,Urad,Rabi,9737
2017,Nizamabad,Urad,Kharif,3830
2017,Nizamabad,Urad,Rabi,5657
2018,Nizamabad,Urad,Kharif,3640
2018,Nizamabad,Urad,Rabi,3759
2019,Nizamabad,Urad,Kharif,3640
2019,Nizamabad,Urad,Rabi,3759
2020,Nizamabad,Urad,Kharif,3640
2020,Nizamabad,Urad,Rabi,3759
2021,Nizamabad,Urad,Kharif,3640
2021,Nizamabad,Urad,Rabi,3759
2022,Nizamabad,Urad,Kharif,3640
2022,Nizamabad,Urad,Rabi,3759
2023,Nizamabad,Urad,Kharif,3640
2023,Nizamabad,Urad,Rabi,3759
2024,Nizamabad,Urad,Kharif,3640
2024,Nizamabad,Urad,Rabi,3759
2013,Nizamabad,Wheat,Kharif,1500
2013,Nizamabad,Wheat,Rabi,1181
2014,Nizamabad,Wheat,Kharif,1500
2014,Nizamabad,Wheat,Rabi,1181
2015,Nizamabad,Wheat,Kharif,1500
2015,Nizamabad,Wheat,Rabi,1181
2016,Nizamabad,Wheat,Kharif,1500
2016,Nizamabad,Wheat,Rabi,1474
2017,Nizamabad,Wheat,Kharif,1432
2017,Nizamabad,Wheat,Rabi,1762
2018,Nizamabad,Wheat,Kharif,1432
2018,Nizamabad,Wheat,Rabi,1401
2019,Nizamabad,Wheat,Kharif,1432
2019,Nizamabad,Wheat,Rabi,1401
2020,Nizamabad,Wheat,Kharif,1432
2020,Nizamabad,Wheat,Rabi,1401
2021,Nizamabad,Wheat,Kharif,1432
2021,Nizamabad,Wheat,Rabi,1401
2022,Nizamabad,Wheat,Kharif,1432
2022,Nizamabad,Wheat,Rabi,1401
2023,Nizamabad,Wheat,Kharif,1432
2023,Nizamabad,Wheat,Rabi,1401
2024,Nizamabad,Wheat,Kharif,1432
2024,Nizamabad,Wheat,Rabi,1401
2013,Ranga Reddy,Arhar/Tur,Kharif,5784
2013,Ranga Reddy,Arhar/Tur,Rabi,8690
2014,Ranga Reddy,Arhar/Tur,Kharif,5784
2014,Ranga Reddy,Arhar/Tur,Rabi,8690
2015,Ranga Reddy,Arhar/Tur,Kharif,5784
2015,Ranga Reddy,Arhar/Tur,Rabi,8690
2016,Ranga Reddy,Arhar/Tur,Kharif,5784
2016,Ranga Reddy,Arhar/Tur,Rabi,8690
2017,Ranga Reddy,Arhar/Tur,Kharif,4221
2017,Ranga Reddy,Arhar/Tur,Rabi,4133
2018,Ranga Reddy,Arhar/Tur,Kharif,4286
2018,Ranga Reddy,Arhar/Tur,Rabi,3950
2019,Ranga Reddy,Arhar/Tur,Kharif,5239
2019,Ranga Reddy,Arhar/Tur,Rabi,5465
2020,Ranga Reddy,Arhar/Tur,Kharif,5851
2020,Ranga Reddy,Arhar/Tur,Rabi,5214
2021,Ranga Reddy,Arhar/Tur,Kharif,6062
2021,Ranga Reddy,Arhar/Tur,Rabi,6657
