year,district,crop,season,yield
2024,Mahbubnagar,Maize,Kharif,2.97
2024,Mahbubnagar,Maize,Rabi,5.97
2024,Mahbubnagar,Moong(Green Gram),Kharif,0.44
2024,Mahbubnagar,Moong(Green Gram),Rabi,0.8
2024,Mahbubnagar,Oilseeds total,Kharif,0.52
2024,Mahbubnagar,Oilseeds total,Rabi,1.6
2024,Mahbubnagar,Onion,Kharif,16.59
2024,Mahbubnagar,Onion,Rabi,32.74
2024,Mahbubnagar,Potato,Rabi,13.5
2024,Mahbubnagar,Potato,Whole Year,14.5
2024,Mahbubnagar,Ragi,Kharif,1.02
2024,Mahbubnagar,Ragi,Rabi,1.02
2024,Mahbubnagar,Rice,Kharif,2.72
2024,Mahbubnagar,Rice,Rabi,2.94
2024,Mahbubnagar,Safflower,Kharif,1.0
2024,Mahbubnagar,Safflower,Rabi,1.14
2024,Mahbubnagar,Sesamum,Kharif,0.16
2024,Mahbubnagar,Sesamum,Rabi,0.74
2024,Mahbubnagar,Small millets,Kharif,1.16
2024,Mahbubnagar,Small millets,Rabi,0.9
2024,Mahbubnagar,Soyabean,Kharif,1.52
2024,Mahbubnagar,Sugarcane,Kharif,72.28
2024,Mahbubnagar,Sunflower,Kharif,1.47
2024,Mahbubnagar,Sunflower,Rabi,1.74
2024,Mahbubnagar,Sweet potato,Kharif,7.0
2024,Mahbubnagar,Sweet potato,Rabi,12.0
2024,Mahbubnagar,Tobacco,Kharif,1.83
2024,Mahbubnagar,Tobacco,Rabi,1.83
2024,Mahbubnagar,Turmeric,Kharif,6.24
2024,Mahbubnagar,Turmeric,Rabi,8.0
2024,Mahbubnagar,Urad,Kharif,0.71
2024,Mahbubnagar,Urad,Rabi,1.23
2024,Mahbubnagar,Wheat,Kharif,1.0
2024,Mahbubnagar,Wheat,Rabi,1.85
2024,Mancherial,Arhar/Tur,Kharif,0.84
2024,Mancherial,Arhar/Tur,Rabi,0.89
2024,Mancherial,Cashewnut,Kharif,0.58
2024,Mancherial,Castor seed,Kharif,0.4
2024,Mancherial,Castor seed,Rabi,0.33
2024,Mancherial,Coriander,Rabi,1.04
2024,Mancherial,Cowpea(Lobia),Kharif,0.68
2024,Mancherial,Cowpea(Lobia),Rabi,0.92
2024,Mancherial,Dry chillies,Kharif,7.44
2024,Mancherial,Dry chillies,Rabi,5.59
2024,Mancherial,Garlic,Rabi,4.0
2024,Mancherial,Gram,Rabi,1.49
2024,Mancherial,Groundnut,Kharif,1.8
2024,Mancherial,Groundnut,Rabi,2.77
2024,Mancherial,Horse-gram,Kharif,1.35
2024,Mancherial,Horse-gram,Rabi,0.68
2024,Mancherial,Jowar,Kharif,0.99
2024,Mancherial,Jowar,Rabi,1.77
2024,Mancherial,Maize,Kharif,4.17
2024,Mancherial,Maize,Rabi,5.94
2024,Mancherial,Moong(Green Gram),Kharif,0.61
2024,Mancherial,Moong(Green Gram),Rabi,1.4
2024,Mancherial,Onion,Kharif,17.91
2024,Mancherial,Onion,Rabi,30.11
2024,Mancherial,Rice,Kharif,2.59
2024,Mancherial,Rice,Rabi,3.66
2024,Mancherial,Safflower,Rabi,0.76
2024,Mancherial,Sesamum,Kharif,0.21
2024,Mancherial,Sesamum,Rabi,0.69
2024,Mancherial,Small millets,Kharif,1.67
2024,Mancherial,Soyabean,Kharif,1.56
2024,Mancherial,Soyabean,Rabi,1.67
2024,Mancherial,Sugarcane,Kharif,104.0
2024,Mancherial,Sunflower,Rabi,2.07
2024,Mancherial,Sweet potato,Rabi,11.16
2024,Mancherial,Turmeric,Kharif,6.02
2024,Mancherial,Urad,Kharif,0.79
2024,Mancherial,Urad,Rabi,1.41
2024,Mancherial,Wheat,Rabi,2.08
2024,Medak,Arhar/Tur,Kharif,0.81
2024,Medak,Arhar/Tur,Rabi,0.66
2024,Medak,Bajra,Kharif,0.89
2024,Medak,Bajra,Rabi,2.12
2024,Medak,Banana,Kharif,49.69
2024,Medak,Banana,Whole Year,31.14
2024,Medak,Cashewnut,Kharif,1.0
2024,Medak,Castor seed,Kharif,0.85
2024,Medak,Castor seed,Rabi,0.98
2024,Medak,Coriander,Kharif,1.0
2024,Medak,Coriander,Rabi,0.7
2024,Medak,Coriander,Whole Year,0.49
2024,Medak,Cowpea(Lobia),Kharif,0.79
2024,Medak,Cowpea(Lobia),Rabi,1.09
2024,Medak,Dry chillies,Kharif,3.22
2024,Medak,Dry chillies,Rabi,4.45
2024,Medak,Garlic,Rabi,4.8
2024,Medak,Ginger,Kharif,8.06
2024,Medak,Ginger,Rabi,9.0
2024,Medak,Gram,Kharif,1.0
2024,Medak,Gram,Rabi,1.28
2024,Medak,Groundnut,Kharif,1.57
2024,Medak,Groundnut,Rabi,1.72
2024,Medak,Horse-gram,Kharif,0.92
2024,Medak,Horse-gram,Rabi,1.01
2024,Medak,Jowar,Kharif,0.93
2024,Medak,Jowar,Rabi,2.18
2024,Medak,Linseed,Rabi,0.45
2024,Medak,Maize,Kharif,2.97
2024,Medak,Maize,Rabi,4.94
2024,Medak,Masoor,Rabi,0.43
2024,Medak,Moong(Green Gram),Kharif,0.47
2024,Medak,Moong(Green Gram),Rabi,0.81
2024,Medak,Oilseeds total,Kharif,0.94
2024,Medak,Oilseeds total,Rabi,1.15
2024,Medak,Onion,Kharif,16.74
2024,Medak,Onion,Rabi,31.57
2024,Medak,Other Kharif pulses,Kharif,0.69
2024,Medak,Potato,Kharif,11.4
2024,Medak,Potato,Rabi,15.39
2024,Medak,Potato,Whole Year,12.96
2024,Medak,Ragi,Kharif,1.28
2024,Medak,Ragi,Rabi,1.61
2024,Medak,Rapeseed &Mustard,Rabi,0.75
2024,Medak,Rice,Kharif,3.5
2024,Medak,Rice,Rabi,3.96
2024,Medak,Safflower,Rabi,0.76
2024,Medak,Sesamum,Kharif,0.14
2024,Medak,Sesamum,Rabi,0.56
2024,Medak,Small millets,Kharif,1.12
2024,Medak,Small millets,Rabi,1.0
2024,Medak,Soyabean,Kharif,1.39
2024,Medak,Soyabean,Rabi,1.7
2024,Medak,Sugarcane,Kharif,80.84
2024,Medak,Sunflower,Kharif,1.45
2024,Medak,Sunflower,Rabi,1.77
2024,Medak,Sweet potato,Rabi,9.68
2024,Medak,Tobacco,Rabi,2.97
2024,Medak,Turmeric,Kharif,5.29
2024,Medak,Turmeric,Rabi,7.5
2024,Medak,Urad,Kharif,0.61
2024,Medak,Urad,Rabi,1.13
2024,Medak,Wheat,Kharif,2.0
2024,Medak,Wheat,Rabi,1.72
2024,Medak,other oilseeds,Kharif,1.52
2024,Medchal,Arhar/Tur,Kharif,0.78
2024,Medchal,Arhar/Tur,Rabi,1.0
2024,Medchal,Bajra,Kharif,1.1
2024,Medchal,Bajra,Rabi,2.13
2024,Medchal,Banana,Kharif,49.7
2024,Medchal,Cashewnut,Kharif,1.0
2024,Medchal,Castor seed,Kharif,0.8
2024,Medchal,Castor seed,Rabi,2.0
2024,Medchal,Cowpea(Lobia),Kharif,0.88
2024,Medchal,Cowpea(Lobia),Rabi,0.85
2024,Medchal,Dry chillies,Kharif,3.67
2024,Medchal,Dry chillies,Rabi,5.41
2024,Medchal,Ginger,Rabi,9.4
2024,Medchal,Gram,Rabi,1.44
2024,Medchal,Groundnut,Kharif,2.17
2024,Medchal,Groundnut,Rabi,2.2
2024,Medchal,Horse-gram,Kharif,1.21
2024,Medchal,Horse-gram,Rabi,1.02
2024,Medchal,Jowar,Kharif,1.0
2024,Medchal,Jowar,Rabi,1.94
2024,Medchal,Maize,Kharif,2.99
2024,Medchal,Maize,Rabi,7.28
2024,Medchal,Moong(Green Gram),Kharif,0.71
2024,Medchal,Moong(Green Gram),Rabi,1.0
2024,Medchal,Onion,Rabi,30.1
2024,Medchal,Potato,Rabi,18.19
2024,Medchal,Ragi,Kharif,1.68
2024,Medchal,Rice,Kharif,3.42
2024,Medchal,Rice,Rabi,3.65
2024,Medchal,Safflower,Kharif,1.0
2024,Medchal,Safflower,Rabi,1.0
2024,Medchal,Sesamum,Kharif,0.19
2024,Medchal,Sesamum,Rabi,0.72
2024,Medchal,Small millets,Kharif,0.63
2024,Medchal,Small millets,Rabi,0.5
2024,Medchal,Soyabean,Kharif,1.65
2024,Medchal,Sugarcane,Kharif,94.0
2024,Medchal,Sunflower,Kharif,1.76
2024,Medchal,Sunflower,Rabi,1.68
2024,Medchal,Sweet potato,Kharif,9.0
2024,Medchal,Turmeric,Kharif,7.0
2024,Medchal,Urad,Kharif,0.71
2024,Medchal,Urad,Rabi,1.66
2024,Medchal,Wheat,Kharif,2.0
2024,Medchal,Wheat,Rabi,2.03
2024,Mulugu,Arhar/Tur,Kharif,12.04
2024,Mulugu,Arhar/Tur,Rabi,0.76
2024,Mulugu,Bajra,Rabi,1.0
2024,Mulugu,Banana,Kharif,48.63
2024,Mulugu,Cashewnut,Kharif,0.43
2024,Mulugu,Coriander,Rabi,1.0
2024,Mulugu,Cowpea(Lobia),Kharif,0.85
2024,Mulugu,Cowpea(Lobia),Rabi,1.03
2024,Mulugu,Dry chillies,Kharif,4.37
2024,Mulugu,Dry chillies,Rabi,5.98
2024,Mulugu,Ginger,Kharif,9.0
2024,Mulugu,Gram,Rabi,1.59
2024,Mulugu,Groundnut,Kharif,2.2
2024,Mulugu,Groundnut,Rabi,1.97
2024,Mulugu,Horse-gram,Rabi,0.85
2024,Mulugu,Jowar,Kharif,0.6
2024,Mulugu,Jowar,Rabi,1.92
2024,Mulugu,Maize,Kharif,5.02
2024,Mulugu,Maize,Rabi,8.71
2024,Mulugu,Moong(Green Gram),Kharif,0.72
2024,Mulugu,Moong(Green Gram),Rabi,0.77
2024,Mulugu,Onion,Rabi,30.26
2024,Mulugu,Ragi,Kharif,1.5
2024,Mulugu,Rice,Kharif,3.23
2024,Mulugu,Rice,Rabi,3.45
2024,Mulugu,Safflower,Rabi,1.0
2024,Mulugu,Sesamum,Rabi,0.72
2024,Mulugu,Soyabean,Rabi,1.5
2024,Mulugu,Sunflower,Rabi,1.94
2024,Mulugu,Tobacco,Rabi,4.03
2024,Mulugu,Turmeric,Kharif,7.17
2024,Mulugu,Turmeric,Rabi,7.5
2024,Mulugu,Urad,Kharif,0.69
2024,Mulugu,Urad,Rabi,1.22
2024,Mulugu,Wheat,Rabi,2.0
2024,Nagarkurnool,Arhar/Tur,Kharif,0.66
2024,Nagarkurnool,Arhar/Tur,Rabi,0.79
2024,Nagarkurnool,Bajra,Kharif,0.74
2024,Nagarkurnool,Bajra,Rabi,2.16
2024,Nagarkurnool,Banana,Kharif,48.33
2024,Nagarkurnool,Castor seed,Kharif,1.1
2024,Nagarkurnool,Castor seed,Rabi,1.11
2024,Nagarkurnool,Cowpea(Lobia),Kharif,0.77
2024,Nagarkurnool,Cowpea(Lobia),Rabi,0.98
2024,Nagarkurnool,Dry chillies,Kharif,4.23
2024,Nagarkurnool,Dry chillies,Rabi,5.22
2024,Nagarkurnool,Gram,Kharif,1.5
2024,Nagarkurnool,Gram,Rabi,1.45
2024,Nagarkurnool,Groundnut,Kharif,1.99
2024,Nagarkurnool,Groundnut,Rabi,2.38
2024,Nagarkurnool,Horse-gram,Kharif,1.12
2024,Nagarkurnool,Horse-gram,Rabi,1.01
2024,Nagarkurnool,Jowar,Kharif,0.97
2024,Nagarkurnool,Jowar,Rabi,1.66
2024,Nagarkurnool,Maize,Kharif,2.6
2024,Nagarkurnool,Maize,Rabi,6.45
2024,Nagarkurnool,Moong(Green Gram),Kharif,0.61
2024,Nagarkurnool,Moong(Green Gram),Rabi,1.0
2024,Nagarkurnool,Onion,Kharif,16.79
2024,Nagarkurnool,Onion,Rabi,30.1
2024,Nagarkurnool,Potato,Kharif,12.0
2024,Nagarkurnool,Potato,Rabi,15.74
2024,Nagarkurnool,Ragi,Kharif,1.29
2024,Nagarkurnool,Ragi,Rabi,1.4
2024,Nagarkurnool,Rice,Kharif,2.77
2024,Nagarkurnool,Rice,Rabi,2.92
2024,Nagarkurnool,Safflower,Rabi,0.94
2024,Nagarkurnool,Sesamum,Kharif,0.16
2024,Nagarkurnool,Sesamum,Rabi,0.7
2024,Nagarkurnool,Small millets,Kharif,1.39
2024,Nagarkurnool,Small millets,Rabi,1.27
2024,Nagarkurnool,Soyabean,Kharif,1.39
2024,Nagarkurnool,Sugarcane,Kharif,91.78
2024,Nagarkurnool,Sunflower,Kharif,1.85
2024,Nagarkurnool,Sunflower,Rabi,2.07
2024,Nagarkurnool,Sweet potato,Kharif,12.0
2024,Nagarkurnool,Sweet potato,Rabi,12.35
2024,Nagarkurnool,Turmeric,Kharif,7.52
2024,Nagarkurnool,Urad,Kharif,1.22
2024,Nagarkurnool,Urad,Rabi,1.37
2024,Nagarkurnool,Wheat,Kharif,2.0
2024,Nagarkurnool,Wheat,Rabi,2.35
2024,Nalgonda,Arhar/Tur,Kharif,0.57
2024,Nalgonda,Arhar/Tur,Rabi,0.73
2024,Nalgonda,Bajra,Kharif,0.82
2024,Nalgonda,Bajra,Rabi,1.92
2024,Nalgonda,Banana,Kharif,41.2
2024,Nalgonda,Banana,Whole Year,31.18
2024,Nalgonda,Cashewnut,Kharif,0.44
2024,Nalgonda,Castor seed,Kharif,0.73
2024,Nalgonda,Castor seed,Rabi,0.84
2024,Nalgonda,Coriander,Rabi,0.63
2024,Nalgonda,Coriander,Whole Year,0.48
2024,Nalgonda,Cowpea(Lobia),Kharif,0.75
2024,Nalgonda,Cowpea(Lobia),Rabi,0.78
2024,Nalgonda,Dry chillies,Kharif,4.73
2024,Nalgonda,Dry chillies,Rabi,4.54
2024,Nalgonda,Ginger,Kharif,6.79
2024,Nalgonda,Ginger,Rabi,6.5
2024,Nalgonda,Gram,Kharif,2.0
2024,Nalgonda,Gram,Rabi,1.24
2024,Nalgonda,Groundnut,Kharif,1.9
2024,Nalgonda,Groundnut,Rabi,1.73
2024,Nalgonda,Horse-gram,Kharif,1.17
2024,Nalgonda,Horse-gram,Rabi,1.02
2024,Nalgonda,Jowar,Kharif,0.77
2024,Nalgonda,Jowar,Rabi,1.37
2024,Nalgonda,Maize,Kharif,2.86
2024,Nalgonda,Maize,Rabi,6.47
2024,Nalgonda,Moong(Green Gram),Kharif,0.57
2024,Nalgonda,Moong(Green Gram),Rabi,1.06
2024,Nalgonda,Oilseeds total,Kharif,1.77
2024,Nalgonda,Oilseeds total,Rabi,1.04
2024,Nalgonda,Onion,Kharif,16.0
2024,Nalgonda,Onion,Rabi,29.15
2024,Nalgonda,Ragi,Kharif,1.84
2024,Nalgonda,Ragi,Rabi,2.0
2024,Nalgonda,Rice,Kharif,3.08
2024,Nalgonda,Rice,Rabi,3.23
2024,Nalgonda,Safflower,Rabi,1.0
2024,Nalgonda,Sesamum,Kharif,0.17
2024,Nalgonda,Sesamum,Rabi,0.63
2024,Nalgonda,Small millets,Kharif,1.16
2024,Nalgonda,Soyabean,Kharif,1.44
2024,Nalgonda,Sugarcane,Kharif,88.22
2024,Nalgonda,Sunflower,Rabi,1.86
2024,Nalgonda,Sweet potato,Rabi,11.5
2024,Nalgonda,Tobacco,Kharif,4.09
2024,Nalgonda,Tobacco,Rabi,4.23
2024,Nalgonda,Turmeric,Kharif,6.31
2024,Nalgonda,Urad,Kharif,0.75
2024,Nalgonda,Urad,Rabi,1.17
2024,Nalgonda,Wheat,Rabi,1.98
2024,Nalgonda,other oilseeds,Kharif,19.97
2024,Narayanapet,Arhar/Tur,Kharif,0.72
2024,Narayanapet,Arhar/Tur,Rabi,0.98
2024,Narayanapet,Bajra,Kharif,1.17
2024,Narayanapet,Bajra,Rabi,2.2
2024,Narayanapet,Banana,Kharif,48.31
2024,Narayanapet,Castor seed,Kharif,1.01
2024,Narayanapet,Castor seed,Rabi,1.32
2024,Narayanapet,Coriander,Rabi,1.0
2024,Narayanapet,Cowpea(Lobia),Kharif,0.69
2024,Narayanapet,Cowpea(Lobia),Rabi,0.88
2024,Narayanapet,Dry chillies,Kharif,4.52
2024,Narayanapet,Dry chillies,Rabi,5.1
2024,Narayanapet,Garlic,Rabi,4.0
2024,Narayanapet,Gram,Kharif,1.0
2024,Narayanapet,Gram,Rabi,1.44
2024,Narayanapet,Groundnut,Kharif,2.2
2024,Narayanapet,Groundnut,Rabi,2.08
2024,Narayanapet,Horse-gram,Kharif,1.18
2024,Narayanapet,Horse-gram,Rabi,1.17
2024,Narayanapet,Jowar,Kharif,0.89
2024,Narayanapet,Jowar,Rabi,0.94
2024,Narayanapet,Maize,Kharif,3.68
2024,Narayanapet,Maize,Rabi,7.14
2024,Narayanapet,Moong(Green Gram),Kharif,0.49
2024,Narayanapet,Moong(Green Gram),Rabi,0.85
2024,Narayanapet,Onion,Kharif,16.66
2024,Narayanapet,Onion,Rabi,29.02
2024,Narayanapet,Ragi,Kharif,1.16
2024,Narayanapet,Ragi,Rabi,1.46
2024,Narayanapet,Rice,Kharif,2.91
2024,Narayanapet,Rice,Rabi,3.05
2024,Narayanapet,Safflower,Kharif,1.0
2024,Narayanapet,Safflower,Rabi,0.81
2024,Narayanapet,Sesamum,Kharif,0.33
2024,Narayanapet,Sesamum,Rabi,0.68
2024,Narayanapet,Small millets,Kharif,1.17
2024,Narayanapet,Soyabean,Kharif,1.5
2024,Narayanapet,Soyabean,Rabi,1.75
2024,Narayanapet,Sugarcane,Kharif,92.03
2024,Narayanapet,Sunflower,Kharif,2.02
2024,Narayanapet,Sunflower,Rabi,2.21
2024,Narayanapet,Urad,Kharif,0.81
2024,Narayanapet,Urad,Rabi,1.66
2024,Narayanapet,Wheat,Rabi,2.0
2024,Nirmal,Arhar/Tur,Kharif,1.05
2024,Nirmal,Arhar/Tur,Rabi,1.01
2024,Nirmal,Bajra,Rabi,1.27
2024,Nirmal,Banana,Kharif,49.74
2024,Nirmal,Castor seed,Kharif,0.42
2024,Nirmal,Castor seed,Rabi,1.02
2024,Nirmal,Coriander,Kharif,1.0
2024,Nirmal,Coriander,Rabi,0.77
2024,Nirmal,Cowpea(Lobia),Kharif,0.77
2024,Nirmal,Cowpea(Lobia),Rabi,0.9
2024,Nirmal,Dry chillies,Kharif,4.14
2024,Nirmal,Dry chillies,Rabi,5.63
2024,Nirmal,Garlic,Rabi,2.88
2024,Nirmal,Ginger,Kharif,9.0
2024,Nirmal,Ginger,Rabi,9.0
2024,Nirmal,Gram,Kharif,2.0
2024,Nirmal,Gram,Rabi,1.47
2024,Nirmal,Groundnut,Kharif,1.64
2024,Nirmal,Groundnut,Rabi,2.69
2024,Nirmal,Horse-gram,Kharif,1.6
2024,Nirmal,Horse-gram,Rabi,1.26
2024,Nirmal,Jowar,Kharif,0.94
2024,Nirmal,Jowar,Rabi,1.79
2024,Nirmal,Maize,Kharif,5.9
2024,Nirmal,Maize,Rabi,8.7
2024,Nirmal,Moong(Green Gram),Kharif,0.52
2024,Nirmal,Moong(Green Gram),Rabi,0.97
2024,Nirmal,Onion,Kharif,17.85
2024,Nirmal,Onion,Rabi,31.11
2024,Nirmal,Ragi,Kharif,1.67
2024,Nirmal,Ragi,Rabi,1.09
2024,Nirmal,Rice,Kharif,3.04
2024,Nirmal,Rice,Rabi,3.56
2024,Nirmal,Safflower,Rabi,0.86
2024,Nirmal,Sesamum,Rabi,0.56
2024,Nirmal,Small millets,Kharif,1.35
2024,Nirmal,Small millets,Rabi,1.0
2024,Nirmal,Soyabean,Kharif,1.56
2024,Nirmal,Soyabean,Rabi,1.34
2024,Nirmal,Sugarcane,Kharif,89.94
2024,Nirmal,Sunflower,Kharif,3.0
2024,Nirmal,Sunflower,Rabi,2.05
2024,Nirmal,Tobacco,Kharif,4.0
2024,Nirmal,Tobacco,Rabi,4.03
2024,Nirmal,Turmeric,Kharif,5.8
2024,Nirmal,Turmeric,Rabi,7.38
2024,Nirmal,Urad,Kharif,0.78
2024,Nirmal,Urad,Rabi,1.29
2024,Nirmal,Wheat,Rabi,1.48
2024,Nizamabad,Arhar/Tur,Kharif,0.91
2024,Nizamabad,Arhar/Tur,Rabi,0.9
2024,Nizamabad,Bajra,Kharif,1.01
2024,Nizamabad,Bajra,Rabi,1.92
2024,Nizamabad,Banana,Kharif,49.72
2024,Nizamabad,Banana,Whole Year,31.15
2024,Nizamabad,Castor seed,Kharif,0.76
2024,Nizamabad,Castor seed,Rabi,1.05
2024,Nizamabad,Coriander,Kharif,0.87
2024,Nizamabad,Coriander,Rabi,0.95
2024,Nizamabad,Coriander,Whole Year,0.49
2024,Nizamabad,Cowpea(Lobia),Kharif,0.68
2024,Nizamabad,Cowpea(Lobia),Rabi,1.67
2024,Nizamabad,Dry chillies,Kharif,4.38
2024,Nizamabad,Dry chillies,Rabi,4.49
2024,Nizamabad,Garlic,Rabi,3.97
2024,Nizamabad,Ginger,Kharif,7.79
2024,Nizamabad,Gram,Rabi,1.31
2024,Nizamabad,Groundnut,Kharif,2.17
2024,Nizamabad,Groundnut,Rabi,2.48
2024,Nizamabad,Horse-gram,Kharif,0.58
2024,Nizamabad,Horse-gram,Rabi,0.98
2024,Nizamabad,Jowar,Kharif,0.85
2024,Nizamabad,Jowar,Rabi,1.73
2024,Nizamabad,Maize,Kharif,5.47
2024,Nizamabad,Maize,Rabi,6.14
2024,Nizamabad,Moong(Green Gram),Kharif,0.59
2024,Nizamabad,Moong(Green Gram),Rabi,0.8
2024,Nizamabad,Oilseeds total,Kharif,1.07
2024,Nizamabad,Oilseeds total,Rabi,0.78
2024,Nizamabad,Onion,Kharif,16.7
2024,Nizamabad,Onion,Rabi,28.47
2024,Nizamabad,Other Rabi pulses,Rabi,0.93
2024,Nizamabad,Ragi,Rabi,1.52
2024,Nizamabad,Rapeseed &Mustard,Rabi,1.02
2024,Nizamabad,Rice,Kharif,3.42
2024,Nizamabad,Rice,Rabi,3.67
2024,Nizamabad,Safflower,Rabi,1.25
2024,Nizamabad,Sesamum,Rabi,0.7
2024,Nizamabad,Small millets,Kharif,1.02
2024,Nizamabad,Soyabean,Kharif,1.64
2024,Nizamabad,Soyabean,Rabi,1.4
2024,Nizamabad,Sugarcane,Kharif,82.28
2024,Nizamabad,Sunflower,Rabi,1.66
2024,Nizamabad,Sweet potato,Rabi,10.55
2024,Nizamabad,Tobacco,Kharif,2.89
2024,Nizamabad,Tobacco,Rabi,2.86
2024,Nizamabad,Turmeric,Kharif,4.6
2024,Nizamabad,Turmeric,Rabi,5.84
2024,Nizamabad,Urad,Kharif,0.59
2024,Nizamabad,Urad,Rabi,1.21
2024,Nizamabad,Wheat,Rabi,1.8
2024,Peddapalli,Arhar/Tur,Kharif,0.8
2024,Peddapalli,Arhar/Tur,Rabi,0.97
2024,Peddapalli,Bajra,Rabi,1.97
2024,Peddapalli,Banana,Kharif,49.73
2024,Peddapalli,Castor seed,Kharif,0.5
2024,Peddapalli,Coriander,Rabi,0.76
2024,Peddapalli,Cowpea(Lobia),Kharif,0.59
2024,Peddapalli,Cowpea(Lobia),Rabi,1.44
2024,Peddapalli,Dry chillies,Kharif,3.65
2024,Peddapalli,Dry chillies,Rabi,5.32
2024,Peddapalli,Garlic,Rabi,4.0
2024,Peddapalli,Ginger,Kharif,9.17
2024,Peddapalli,Gram,Rabi,1.5
2024,Peddapalli,Groundnut,Kharif,2.23
2024,Peddapalli,Groundnut,Rabi,2.29
2024,Peddapalli,Horse-gram,Kharif,1.52
2024,Peddapalli,Horse-gram,Rabi,1.0
2024,Peddapalli,Jowar,Kharif,0.93
2024,Peddapalli,Jowar,Rabi,2.08
2024,Peddapalli,Maize,Kharif,6.47
2024,Peddapalli,Maize,Rabi,8.19
2024,Peddapalli,Moong(Green Gram),Kharif,0.6
2024,Peddapalli,Moong(Green Gram),Rabi,0.91
2024,Peddapalli,Onion,Kharif,14.08
2024,Peddapalli,Onion,Rabi,30.17
2024,Peddapalli,Ragi,Kharif,1.84
2024,Peddapalli,Rice,Kharif,3.44
2024,Peddapalli,Rice,Rabi,4.08
2024,Peddapalli,Safflower,Rabi,1.0
2024,Peddapalli,Sesamum,Kharif,0.15
2024,Peddapalli,Sesamum,Rabi,0.69
2024,Peddapalli,Small millets,Kharif,1.7
2024,Peddapalli,Soyabean,Kharif,1.77
2024,Peddapalli,Soyabean,Rabi,1.35
2024,Peddapalli,Sunflower,Rabi,2.03
2024,Peddapalli,Turmeric,Kharif,7.16
2024,Peddapalli,Turmeric,Rabi,7.33
2024,Peddapalli,Urad,Kharif,0.88
2024,Peddapalli,Urad,Rabi,1.43
2024,Peddapalli,Wheat,Rabi,2.0
2024,Rajanna,Arhar/Tur,Kharif,0.81
2024,Rajanna,Arhar/Tur,Rabi,0.75
2024,Rajanna,Bajra,Kharif,1.0
2024,Rajanna,Banana,Kharif,38.12
2024,Rajanna,Castor seed,Kharif,0.85
2024,Rajanna,Castor seed,Rabi,0.97
2024,Rajanna,Coriander,Kharif,1.0
2024,Rajanna,Coriander,Rabi,0.88
2024,Rajanna,Cowpea(Lobia),Kharif,0.6
2024,Rajanna,Cowpea(Lobia),Rabi,1.42
2024,Rajanna,Dry chillies,Kharif,4.39
2024,Rajanna,Dry chillies,Rabi,5.08
2024,Rajanna,Garlic,Rabi,4.0
2024,Rajanna,Ginger,Kharif,9.0
2024,Rajanna,Gram,Rabi,1.41
2024,Rajanna,Groundnut,Kharif,2.01
2024,Rajanna,Groundnut,Rabi,2.29
2024,Rajanna,Horse-gram,Kharif,1.25
2024,Rajanna,Horse-gram,Rabi,0.96
2024,Rajanna,Jowar,Kharif,0.98
2024,Rajanna,Jowar,Rabi,2.3
2024,Rajanna,Maize,Kharif,5.01
2024,Rajanna,Maize,Rabi,6.21
2024,Rajanna,Moong(Green Gram),Kharif,0.61
2024,Rajanna,Moong(Green Gram),Rabi,0.9
2024,Rajanna,Onion,Kharif,17.63
2024,Rajanna,Onion,Rabi,30.09
2024,Rajanna,Potato,Rabi,24.0
2024,Rajanna,Ragi,Kharif,2.0
2024,Rajanna,Ragi,Rabi,1.5
2024,Rajanna,Rice,Kharif,3.69
2024,Rajanna,Rice,Rabi,3.79
2024,Rajanna,Safflower,Kharif,1.0
2024,Rajanna,Safflower,Rabi,1.0
2024,Rajanna,Sesamum,Rabi,0.62
2024,Rajanna,Small millets,Rabi,1.0
2024,Rajanna,Soyabean,Kharif,1.76
2024,Rajanna,Soyabean,Rabi,1.75
2024,Rajanna,Sugarcane,Kharif,89.26
2024,Rajanna,Sunflower,Rabi,2.04
2024,Rajanna,Tobacco,Rabi,3.0
2024,Rajanna,Turmeric,Kharif,7.17
2024,Rajanna,Turmeric,Rabi,7.38
2024,Rajanna,Urad,Kharif,0.76
2024,Rajanna,Urad,Rabi,1.69
2024,Rajanna,Wheat,Rabi,2.25
2024,Rangareddi,Arhar/Tur,Kharif,0.51
2024,Rangareddi,Arhar/Tur,Rabi,0.71
2024,Rangareddi,Bajra,Kharif,0.86
2024,Rangareddi,Bajra,Rabi,2.09
2024,Rangareddi,Banana,Kharif,49.76
2024,Rangareddi,Banana,Whole Year,31.14
2024,Rangareddi,Cashewnut,Kharif,0.33
2024,Rangareddi,Castor seed,Kharif,0.41
2024,Rangareddi,Castor seed,Rabi,0.87
2024,Rangareddi,Coriander,Kharif,0.76
2024,Rangareddi,Coriander,Rabi,0.76
2024,Rangareddi,Coriander,Whole Year,0.42
2024,Rangareddi,Cowpea(Lobia),Kharif,0.75
2024,Rangareddi,Cowpea(Lobia),Rabi,1.7
2024,Rangareddi,Dry chillies,Kharif,4.54
2024,Rangareddi,Dry chillies,Rabi,4.56
2024,Rangareddi,Ginger,Kharif,11.43
2024,Rangareddi,Ginger,Rabi,9.0
2024,Rangareddi,Gram,Kharif,1.41
2024,Rangareddi,Gram,Rabi,1.25
2024,Rangareddi,Groundnut,Kharif,1.35
2024,Rangareddi,Groundnut,Rabi,2.65
2024,Rangareddi,Horse-gram,Kharif,0.94
